年份,品类,指标,省份,数值,单位
2023,果园,种植面积,江西,440.40,千公顷
2023,果园,种植面积,山东,604.98,千公顷
2023,果园,种植面积,河南,386.72,千公顷
2023,果园,种植面积,湖北,413.71,千公顷
2023,果园,种植面积,湖南,588.63,千公顷
2023,果园,种植面积,广东,1094.88,千公顷
2023,果园,种植面积,广西,1406.02,千公顷
2023,果园,种植面积,海南,208.29,千公顷
2023,果园,种植面积,重庆,373.85,千公顷
2023,果园,种植面积,四川,886.94,千公顷
2023,果园,种植面积,贵州,720.21,千公顷
2023,果园,种植面积,云南,767.81,千公顷
2023,果园,种植面积,西藏,7.44,千公顷
2023,果园,种植面积,陕西,1163.70,千公顷
2023,果园,种植面积,青海,2.65,千公顷
2023,果园,种植面积,宁夏,96.11,千公顷
2023,果园,种植面积,新疆,816.10,千公顷
2023,柑桔,产量,全国,64338000,吨
2023,柑桔,产量,上海,58000,吨
2023,柑桔,产量,江苏,34000,吨
2023,柑桔,产量,浙江,1871000,吨
2023,柑桔,产量,安徽,36000,吨
2023,柑桔,产量,福建,4921000,吨
2023,柑桔,产量,江西,5042000,吨
2023,柑桔,产量,河南,52000,吨
2023,柑桔,产量,湖北,5709000,吨
2023,柑桔,产量,湖南,6783000,吨
2023,柑桔,产量,广东,5918000,吨
2023,柑桔,产量,广西,18946000,吨
2023,柑桔,产量,海南,157000,吨
2023,柑桔,产量,重庆,3975000,吨
2023,柑桔,产量,四川,6150000,吨
2023,柑桔,产量,贵州,1322000,吨
2023,柑桔,产量,西藏,1000,吨
2023,柑桔,产量,陕西,585000,吨
2023,柑桔,产量,甘肃,4000,吨
2023,柑桔园,种植面积,全国,3061.30,千公顷
2023,柑桔园,种植面积,上海,3,千公顷
2023,柑桔园,种植面积,江苏,2.20,千公顷
2023,柑桔园,种植面积,浙江,79,千公顷
2023,柑桔园,种植面积,安徽,2.30,千公顷
2023,柑桔园,种植面积,福建,161.31,千公顷
2023,柑桔园,种植面积,江西,352.10,千公顷
2023,柑桔园,种植面积,河南,4.57,千公顷
2023,柑桔园,种植面积,湖北,243,千公顷
2023,柑桔园,种植面积,湖南,437.50,千公顷
2023,柑桔园,种植面积,广东,261.70,千公顷
2023,柑桔园,种植面积,广西,639.10,千公顷
2023,柑桔园,种植面积,海南,9.90,千公顷
2023,柑桔园,种植面积,重庆,234.50,千公顷
2023,柑桔园,种植面积,四川,383,千公顷
2023,柑桔园,种植面积,贵州,89.10,千公顷
2023,柑桔园,种植面积,西藏,0.20,千公顷
2023,柑桔园,种植面积,陕西,23.20,千公顷
2023,柑桔园,种植面积,甘肃,0.30,千公顷
2023,柞蚕茧,产量,全国,62000,吨
2023,柿子,产量,全国,3983000,吨
2023,柿子,产量,北京,4000,吨
2023,柿子,产量,天津,11000,吨
2023,柿子,产量,河北,393000,吨
2023,柿子,产量,山西,358000,吨
2023,柿子,产量,江苏,81000,吨
2023,柿子,产量,浙江,61800,吨
2023,柿子,产量,安徽,85000,吨
2023,柿子,产量,福建,141000,吨
2023,柿子,产量,江西,25000,吨
2023,柿子,产量,山东,109000,吨
2023,柿子,产量,河南,435804.20,吨
2023,柿子,产量,湖北,53000,吨
2023,柿子,产量,湖南,26000,吨
2023,柿子,产量,广东,130000,吨
2023,柿子,产量,重庆,12000,吨
2023,柿子,产量,四川,57000,吨
2023,柿子,产量,贵州,19000,吨
2023,柿子,产量,云南,130000,吨
2023,柿子,产量,陕西,337000,吨
2023,柿子,产量,甘肃,33472.68,吨
2023,桑蚕茧,产量,全国,772000,吨
2023,梨,产量,全国,1985.26,万吨
2023,梨,产量,北京,3.47,万吨
2023,梨,产量,天津,3.53,万吨
2023,梨,产量,河北,395.68,万吨
2023,梨,产量,山西,152.62,万吨
2023,梨,产量,内蒙古,7.99,万吨
2023,梨,产量,辽宁,126.36,万吨
2023,梨,产量,吉林,7.15,万吨
2023,梨,产量,黑龙江,4.99,万吨
2023,梨,产量,上海,3.14,万吨
2023,梨,产量,江苏,78.59,万吨
2023,梨,产量,浙江,33.65,万吨
2023,梨,产量,福建,21.31,万吨
2023,梨,产量,江西,16.43,万吨
2023,梨,产量,山东,136.56,万吨
2023,梨,产量,河南,150.30,万吨
2023,梨,产量,湖北,44.69,万吨
2023,梨,产量,湖南,21.41,万吨
2023,梨,产量,广东,14.03,万吨
2023,梨,产量,广西,53.39,万吨
2023,梨,产量,重庆,36.02,万吨
2023,梨,产量,四川,93.28,万吨
2023,梨,产量,贵州,54.25,万吨
2023,梨,产量,云南,83.46,万吨
2023,梨,产量,西藏,0.18,万吨
2023,梨,产量,陕西,112.30,万吨
2023,梨,产量,甘肃,25.45,万吨
2023,梨,产量,青海,0.50,万吨
2023,梨,产量,宁夏,1.87,万吨
2023,梨,产量,新疆,160.92,万吨
2023,梨园,种植面积,全国,892.40,千公顷
2023,梨园,种植面积,天津,2.90,千公顷
2023,梨园,种植面积,河北,110.80,千公顷
2023,梨园,种植面积,山西,53.60,千公顷
2023,梨园,种植面积,内蒙古,5.90,千公顷
2023,梨园,种植面积,辽宁,79.30,千公顷
2023,梨园,种植面积,吉林,5.50,千公顷
2023,梨园,种植面积,黑龙江,2,千公顷
2023,梨园,种植面积,上海,1.80,千公顷
2023,梨园,种植面积,江苏,30.70,千公顷
2023,梨园,种植面积,浙江,16.20,千公顷
2023,梨园,种植面积,安徽,40.90,千公顷
2023,梨园,种植面积,福建,14.10,千公顷
2023,梨园,种植面积,江西,18.40,千公顷
2023,梨园,种植面积,山东,38.50,千公顷
2023,梨园,种植面积,河南,59.17,千公顷
2023,梨园,种植面积,湖北,24.20,千公顷
2023,梨园,种植面积,湖南,34.70,千公顷
2023,梨园,种植面积,广东,9.10,千公顷
2023,梨园,种植面积,广西,21.40,千公顷
2023,梨园,种植面积,四川,61.80,千公顷
2023,梨园,种植面积,贵州,40.60,千公顷
2023,梨园,种植面积,云南,57.90,千公顷
2023,梨园,种植面积,西藏,0.60,千公顷
2023,梨园,种植面积,陕西,44.20,千公顷
2023,梨园,种植面积,甘肃,18.75,千公顷
2023,梨园,种植面积,青海,0.50,千公顷
2023,梨园,种植面积,宁夏,2.20,千公顷
2023,梨园,种植面积,新疆,68.20,千公顷
2023,棉花,产量,全国,561.79,万吨
2023,棉花,产量,北京,0,万吨
2023,棉花,产量,天津,0.15,万吨
2023,棉花,产量,河北,10.39,万吨
2023,棉花,产量,山西,0.01,万吨
2023,棉花,产量,江苏,0.50,万吨
2023,棉花,产量,浙江,0.34,万吨
2023,棉花,产量,安徽,2.03,万吨
2023,棉花,产量,江西,2.20,万吨
2023,棉花,产量,山东,12.58,万吨
2023,棉花,产量,湖北,9.60,万吨
2023,棉花,产量,湖南,7.60,万吨
2023,棉花,产量,广西,0.09,万吨
2023,棉花,产量,四川,0.01,万吨
2023,棉花,产量,贵州,0.03,万吨
2023,棉花,产量,陕西,0.02,万吨
2023,棉花,产量,甘肃,4.25,万吨
2023,棉花,产量,新疆,511.25,万吨
2023,棉花,播种面积,全国,2788.14,千公顷
2023,棉花,播种面积,北京,0,千公顷
2023,棉花,播种面积,天津,1.15,千公顷
2023,棉花,播种面积,河北,86.04,千公顷
2023,棉花,播种面积,山西,0.10,千公顷
2023,棉花,播种面积,江苏,3.46,千公顷
2023,棉花,播种面积,浙江,2.43,千公顷
2023,棉花,播种面积,安徽,22.66,千公顷
2023,棉花,播种面积,江西,19.38,千公顷
2023,棉花,播种面积,山东,96.48,千公顷
2023,棉花,播种面积,河南,6.12,千公顷
2023,棉花,播种面积,湖南,55.89,千公顷
2023,棉花,播种面积,广西,0.84,千公顷
2023,棉花,播种面积,四川,0.15,千公顷
2023,棉花,播种面积,贵州,0.34,千公顷
2023,棉花,播种面积,陕西,0.10,千公顷
2023,棉花,播种面积,甘肃,20.41,千公顷
2023,棉花,播种面积,新疆,2369.30,千公顷
2023,油料,产量,全国,3863.66,万吨
2023,油料,产量,北京,1.03,万吨
2023,油料,产量,天津,0.42,万吨
2023,油料,产量,河北,118.28,万吨
2023,油料,产量,山西,17.93,万吨
2023,油料,产量,内蒙古,206.18,万吨
2023,油料,产量,辽宁,128.14,万吨
2023,油料,产量,吉林,88.40,万吨
2023,油料,产量,黑龙江,16.52,万吨
2023,油料,产量,上海,0.65,万吨
2023,油料,产量,江苏,103.42,万吨
2023,油料,产量,浙江,35.57,万吨
2023,油料,产量,福建,24.38,万吨
2023,油料,产量,江西,148.13,万吨
2023,油料,产量,山东,280.75,万吨
2023,油料,产量,河南,703.04,万吨
2023,油料,产量,湖北,394.87,万吨
2023,油料,产量,湖南,293.15,万吨
2023,油料,产量,广东,121.01,万吨
2023,油料,产量,广西,80.75,万吨
2023,油料,产量,海南,7.93,万吨
2023,油料,产量,重庆,77.46,万吨
2023,油料,产量,四川,438.64,万吨
2023,油料,产量,贵州,110.97,万吨
2023,油料,产量,云南,68.45,万吨
2023,油料,产量,西藏,5.01,万吨
2023,油料,产量,陕西,60.63,万吨
2023,油料,产量,甘肃,63.10,万吨
2023,油料,产量,青海,32.05,万吨
2023,油料,产量,宁夏,4.61,万吨
2023,油料,产量,新疆,43.19,万吨
2023,油料,播种面积,北京,3.54,千公顷
2023,油料,播种面积,天津,1.55,千公顷
2023,油料,播种面积,河北,343.39,千公顷
2023,油料,播种面积,山西,97.96,千公顷
2023,油料,播种面积,内蒙古,834.22,千公顷
2023,油料,播种面积,辽宁,320.21,千公顷
2023,油料,播种面积,吉林,237.43,千公顷
2023,油料,播种面积,黑龙江,45.63,千公顷
2023,油料,播种面积,上海,2.33,千公顷
2023,油料,播种面积,江苏,311.54,千公顷
2023,油料,播种面积,浙江,160.44,千公顷
2023,油料,播种面积,安徽,643.46,千公顷
2023,油料,播种面积,福建,84.91,千公顷
2023,油料,播种面积,江西,808.24,千公顷
2023,油料,播种面积,山东,627.77,千公顷
2023,油料,播种面积,河南,1610.25,千公顷
2023,油料,播种面积,湖北,1567.35,千公顷
2023,油料,播种面积,湖南,1614.83,千公顷
2023,油料,播种面积,广东,362.10,千公顷
2023,油料,播种面积,海南,30.83,千公顷
2023,油料,播种面积,重庆,376.13,千公顷
2023,油料,播种面积,四川,1728.94,千公顷
2023,油料,播种面积,贵州,606.74,千公顷
2023,油料,播种面积,云南,338.84,千公顷
2023,油料,播种面积,西藏,19.55,千公顷
2023,油料,播种面积,陕西,268.60,千公顷
2023,油料,播种面积,甘肃,277.61,千公顷
2023,油料,播种面积,青海,147.20,千公顷
2023,油料,播种面积,宁夏,30.13,千公顷
2023,油料,播种面积,新疆,138.14,千公顷
2023,油菜籽,产量,全国,1631.74,万吨
2023,油菜籽,产量,天津,0.13,万吨
2023,油菜籽,产量,河北,6.33,万吨
2023,油菜籽,产量,山西,2.90,万吨
2023,油菜籽,产量,内蒙古,37.78,万吨
2023,油菜籽,产量,辽宁,0.03,万吨
2023,油菜籽,产量,黑龙江,0.02,万吨
2023,油菜籽,产量,上海,0.61,万吨
2023,油菜籽,产量,浙江,29.43,万吨
2023,油菜籽,产量,安徽,110.59,万吨
2023,油菜籽,产量,福建,1.32,万吨
2023,油菜籽,产量,江西,86.29,万吨
2023,油菜籽,产量,山东,2.33,万吨
2023,油菜籽,产量,河南,45.78,万吨
2023,油菜籽,产量,湖北,286.09,万吨
2023,油菜籽,产量,湖南,258.76,万吨
2023,油菜籽,产量,广东,0.77,万吨
2023,油菜籽,产量,广西,4.12,万吨
2023,油菜籽,产量,重庆,60.68,万吨
2023,油菜籽,产量,四川,354.39,万吨
2023,油菜籽,产量,贵州,99.40,万吨
2023,油菜籽,产量,云南,57.80,万吨
2023,油菜籽,产量,西藏,5,万吨
2023,油菜籽,产量,陕西,40.07,万吨
2023,油菜籽,产量,甘肃,37.65,万吨
2023,油菜籽,产量,青海,31.92,万吨
2023,油菜籽,产量,宁夏,1.08,万吨
2023,油菜籽,播种面积,全国,7804.55,千公顷
2023,油菜籽,播种面积,天津,0.68,千公顷
2023,油菜籽,播种面积,河北,36.30,千公顷
2023,油菜籽,播种面积,山西,19.18,千公顷
2023,油菜籽,播种面积,内蒙古,263.58,千公顷
2023,油菜籽,播种面积,辽宁,0.19,千公顷
2023,油菜籽,播种面积,吉林,0,千公顷
2023,油菜籽,播种面积,黑龙江,0.11,千公顷
2023,油菜籽,播种面积,上海,2.20,千公顷
2023,油菜籽,播种面积,江苏,208.89,千公顷
2023,油菜籽,播种面积,浙江,137.96,千公顷
2023,油菜籽,播种面积,安徽,469.75,千公顷
2023,油菜籽,播种面积,福建,9.06,千公顷
2023,油菜籽,播种面积,江西,592.77,千公顷
2023,油菜籽,播种面积,山东,8.92,千公顷
2023,油菜籽,播种面积,河南,194.20,千公顷
2023,油菜籽,播种面积,湖北,1222.30,千公顷
2023,油菜籽,播种面积,湖南,1481.38,千公顷
2023,油菜籽,播种面积,广东,5.10,千公顷
2023,油菜籽,播种面积,重庆,297.82,千公顷
2023,油菜籽,播种面积,四川,1413.85,千公顷
2023,油菜籽,播种面积,贵州,559.30,千公顷
2023,油菜籽,播种面积,云南,283.14,千公顷
2023,油菜籽,播种面积,西藏,19.52,千公顷
2023,油菜籽,播种面积,陕西,184.03,千公顷
2023,油菜籽,播种面积,甘肃,160.70,千公顷
2023,油菜籽,播种面积,青海,146.24,千公顷
2023,油菜籽,播种面积,宁夏,9.99,千公顷
2023,油菜籽,播种面积,新疆,33.26,千公顷
2023,烟叶,产量,全国,229.67,万吨
2023,烟叶,产量,北京,0,万吨
2023,烟叶,产量,河北,0.39,万吨
2023,烟叶,产量,山西,0.47,万吨
2023,烟叶,产量,内蒙古,0.35,万吨
2023,烟叶,产量,辽宁,1.17,万吨
2023,烟叶,产量,吉林,2.11,万吨
2023,烟叶,产量,黑龙江,2.70,万吨
2023,烟叶,产量,浙江,0.09,万吨
2023,烟叶,产量,福建,13.47,万吨
2023,烟叶,产量,江西,2.86,万吨
2023,烟叶,产量,山东,5.52,万吨
2023,烟叶,产量,河南,19.51,万吨
2023,烟叶,产量,湖北,7.97,万吨
2023,烟叶,产量,湖南,21.84,万吨
2023,烟叶,产量,广东,3.74,万吨
2023,烟叶,产量,广西,2.37,万吨
2023,烟叶,产量,海南,0.04,万吨
2023,烟叶,产量,重庆,5.69,万吨
2023,烟叶,产量,四川,17.27,万吨
2023,烟叶,产量,贵州,23.82,万吨
2023,烟叶,产量,云南,89.56,万吨
2023,烟叶,产量,陕西,5.87,万吨
2023,烟叶,产量,甘肃,0.56,万吨
2023,烟叶,产量,宁夏,0.05,万吨
2023,烟叶,播种面积,全国,1084.09,千公顷
2023,烟叶,播种面积,北京,0,千公顷
2023,烟叶,播种面积,河北,1.43,千公顷
2023,烟叶,播种面积,内蒙古,0.94,千公顷
2023,烟叶,播种面积,辽宁,4.01,千公顷
2023,烟叶,播种面积,吉林,7.85,千公顷
2023,烟叶,播种面积,黑龙江,9.90,千公顷
2023,烟叶,播种面积,浙江,0.37,千公顷
2023,烟叶,播种面积,安徽,9.85,千公顷
2023,烟叶,播种面积,福建,62.95,千公顷
2023,烟叶,播种面积,江西,13.71,千公顷
2023,烟叶,播种面积,山东,20.64,千公顷
2023,烟叶,播种面积,河南,73.19,千公顷
2023,烟叶,播种面积,湖北,41.18,千公顷
2023,烟叶,播种面积,湖南,105.69,千公顷
2023,烟叶,播种面积,广东,15.10,千公顷
2023,烟叶,播种面积,广西,11.88,千公顷
2023,烟叶,播种面积,海南,0.33,千公顷
2023,烟叶,播种面积,重庆,29.06,千公顷
2023,烟叶,播种面积,四川,79.66,千公顷
2023,烟叶,播种面积,贵州,142.23,千公顷
2023,烟叶,播种面积,云南,426.11,千公顷
2023,烟叶,播种面积,甘肃,1.66,千公顷
2023,烟叶,播种面积,宁夏,0.24,千公顷
2023,烤烟,产量,全国,219.12,万吨
2023,烤烟,产量,河北,0.14,万吨
2023,烤烟,产量,山西,0.45,万吨
2023,烤烟,产量,内蒙古,0.23,万吨
2023,烤烟,产量,辽宁,0.81,万吨
2023,烤烟,产量,吉林,0.96,万吨
2023,烤烟,产量,黑龙江,2.54,万吨
2023,烤烟,产量,安徽,2.22,万吨
2023,烤烟,产量,福建,13.43,万吨
2023,烤烟,产量,江西,2.84,万吨
2023,烤烟,产量,山东,5.51,万吨
2023,烤烟,产量,河南,19.04,万吨
2023,烤烟,产量,湖北,6.73,万吨
2023,烤烟,产量,湖南,21.69,万吨
2023,烤烟,产量,广东,3.50,万吨
2023,烤烟,产量,广西,2.07,万吨
2023,烤烟,产量,海南,0.04,万吨
2023,烤烟,产量,四川,15.69,万吨
2023,烤烟,产量,贵州,22.99,万吨
2023,烤烟,产量,云南,87.08,万吨
2023,烤烟,产量,陕西,5.80,万吨
2023,烤烟,产量,甘肃,0.54,万吨
2023,烤烟,产量,宁夏,0.05,万吨
2023,烤烟,播种面积,全国,1042.94,千公顷
2023,烤烟,播种面积,河北,0.50,千公顷
2023,烤烟,播种面积,山西,1.52,千公顷
2023,烤烟,播种面积,内蒙古,0.54,千公顷
2023,烤烟,播种面积,辽宁,2.87,千公顷
2023,烤烟,播种面积,吉林,4.11,千公顷
2023,烤烟,播种面积,黑龙江,9.32,千公顷
2023,烤烟,播种面积,安徽,9.79,千公顷
2023,烤烟,播种面积,福建,62.80,千公顷
2023,烤烟,播种面积,江西,13.62,千公顷
2023,烤烟,播种面积,山东,20.61,千公顷
2023,烤烟,播种面积,河南,71.66,千公顷
2023,烤烟,播种面积,湖北,36.21,千公顷
2023,烤烟,播种面积,广东,14.21,千公顷
2023,烤烟,播种面积,广西,10.52,千公顷
2023,烤烟,播种面积,海南,0.33,千公顷
2023,烤烟,播种面积,重庆,25.12,千公顷
2023,烤烟,播种面积,四川,74.38,千公顷
2023,烤烟,播种面积,贵州,137.60,千公顷
2023,烤烟,播种面积,云南,415.94,千公顷
2023,烤烟,播种面积,陕西,24.43,千公顷
2023,烤烟,播种面积,甘肃,1.62,千公顷
2023,烤烟,播种面积,宁夏,0.24,千公顷
2023,玉米,产量,全国,28884.23,万吨
2023,玉米,产量,北京,31.62,万吨
2023,玉米,产量,天津,120.68,万吨
2023,玉米,产量,河北,2014.28,万吨
2023,玉米,产量,山西,1035.14,万吨
2023,玉米,产量,内蒙古,3179.56,万吨
2023,玉米,产量,辽宁,2057.42,万吨
2023,玉米,产量,吉林,3376.29,万吨
2023,玉米,产量,黑龙江,4378.96,万吨
2023,玉米,产量,江苏,298.85,万吨
2023,玉米,产量,浙江,12.16,万吨
2023,玉米,产量,安徽,665.05,万吨
2023,玉米,产量,福建,16.34,万吨
2023,玉米,产量,江西,26.46,万吨
2023,玉米,产量,山东,2710.07,万吨
2023,玉米,产量,河南,2365.70,万吨
2023,玉米,产量,湖北,318.20,万吨
2023,玉米,产量,湖南,239.85,万吨
2023,玉米,产量,广东,65.47,万吨
2023,玉米,产量,广西,278.18,万吨
2023,玉米,产量,重庆,258.58,万吨
2023,玉米,产量,四川,1097.21,万吨
2023,玉米,产量,贵州,343.42,万吨
2023,玉米,产量,云南,1049.26,万吨
2023,玉米,产量,西藏,3.06,万吨
2023,玉米,产量,陕西,637.81,万吨
2023,玉米,产量,甘肃,672.59,万吨
2023,玉米,产量,青海,15.24,万吨
2023,玉米,产量,新疆,1321.42,万吨
2023,玉米,播种面积,全国,44218.94,千公顷
2023,玉米,播种面积,北京,56.14,千公顷
2023,玉米,播种面积,天津,194.22,千公顷
2023,玉米,播种面积,河北,3442.24,千公顷
2023,玉米,播种面积,山西,1842.21,千公顷
2023,玉米,播种面积,内蒙古,4280.25,千公顷
2023,玉米,播种面积,辽宁,2803.94,千公顷
2023,玉米,播种面积,吉林,4544.30,千公顷
2023,玉米,播种面积,黑龙江,6451.71,千公顷
